1,1,1499,513,119,81,0.7467923760414124,2.0,-1,-1,-1
17,1,1494,512,123,84,0.5904561281204224,2.0,-1,-1,-1
17,2,1251,511,132,73,0.6586716175079346,2.0,-1,-1,-1
33,1,1494,513,123,84,0.509154736995697,2.0,-1,-1,-1
33,2,1252,511,131,72,0.5691867470741272,2.0,-1,-1,-1
49,1,1494,513,123,83,0.48165833950042725,2.0,-1,-1,-1
49,2,1252,511,131,72,0.6296656727790833,2.0,-1,-1,-1
65,1,1494,513,123,83,0.5494782328605652,2.0,-1,-1,-1
65,2,1253,511,131,72,0.597159206867218,2.0,-1,-1,-1
81,1,1495,513,123,83,0.6313183903694153,2.0,-1,-1,-1
81,2,1253,511,130,71,0.6538766622543335,2.0,-1,-1,-1
97,1,1494,512,123,84,0.6008074283599854,2.0,-1,-1,-1
97,2,1254,511,129,71,0.6503772735595703,2.0,-1,-1,-1
113,1,1494,513,122,83,0.611400306224823,2.0,-1,-1,-1
113,2,1254,511,129,70,0.6888605952262878,2.0,-1,-1,-1
129,1,1493,512,123,84,0.6274852156639099,2.0,-1,-1,-1
129,2,1254,511,130,71,0.7128375172615051,2.0,-1,-1,-1
145,1,1494,513,121,83,0.6855971813201904,2.0,-1,-1,-1
145,2,1254,511,130,71,0.6831169128417969,2.0,-1,-1,-1
161,1,1495,513,121,83,0.6577724814414978,2.0,-1,-1,-1
161,2,1253,511,131,71,0.6081244349479675,2.0,-1,-1,-1
177,1,1495,514,120,82,0.5691928267478943,2.0,-1,-1,-1
177,2,1254,511,129,70,0.6601539850234985,2.0,-1,-1,-1
193,1,1496,515,119,82,0.5472119450569153,2.0,-1,-1,-1
193,2,1254,511,129,70,0.6946809887886047,2.0,-1,-1,-1
209,1,1496,516,118,81,0.5218381285667419,2.0,-1,-1,-1
209,2,1254,512,129,70,0.6604607105255127,2.0,-1,-1,-1
209,3,1816,623,102,107,0.6912326216697693,2.0,-1,-1,-1
225,1,1496,515,119,82,0.4957292973995209,2.0,-1,-1,-1
225,2,1254,511,130,70,0.6523947715759277,2.0,-1,-1,-1
225,3,1697,593,127,129,0.5654280781745911,2.0,-1,-1,-1
241,1,1448,554,181,116,0.6562837958335876,2.0,-1,-1,-1
241,2,1254,511,130,71,0.6012201905250549,2.0,-1,-1,-1
241,3,1518,575,141,137,0.5307053923606873,7.0,-1,-1,-1
257,1,1473,534,150,96,0.41411495208740234,2.0,-1,-1,-1
257,2,1218,550,195,101,0.577841579914093,2.0,-1,-1,-1
273,1,1487,523,133,86,0.5990207195281982,2.0,-1,-1,-1
273,2,1232,529,165,86,0.20200560986995697,7.0,-1,-1,-1
289,1,1491,515,130,85,0.6631947159767151,2.0,-1,-1,-1
289,2,965,550,201,103,0.544407844543457,7.0,-1,-1,-1
305,1,1492,514,128,84,0.6113097071647644,2.0,-1,-1,-1
321,1,1491,513,128,85,0.6532802581787109,2.0,-1,-1,-1
337,1,1492,512,128,85,0.5309977531433105,2.0,-1,-1,-1
353,1,1492,512,127,85,0.5865781307220459,2.0,-1,-1,-1
369,1,1492,512,127,85,0.5925887227058411,2.0,-1,-1,-1
385,1,1492,512,125,85,0.5749784708023071,2.0,-1,-1,-1
401,1,1491,511,129,88,0.5656211972236633,2.0,-1,-1,-1
417,1,978,539,118,76,0.5017504096031189,2.0,-1,-1,-1
433,1,1319,523,126,82,0.5170281529426575,2.0,-1,-1,-1
449,1,1430,518,126,83,0.535134494304657,2.0,-1,-1,-1
465,1,1473,516,128,84,0.6126390099525452,2.0,-1,-1,-1
465,4,1252,511,129,72,0.6315709948539734,2.0,-1,-1,-1
481,1,1489,514,128,86,0.6399725079536438,2.0,-1,-1,-1
481,4,1253,511,128,71,0.6951934099197388,2.0,-1,-1,-1
497,1,1495,515,127,85,0.5589529275894165,2.0,-1,-1,-1
497,4,1253,511,128,71,0.6424847841262817,2.0,-1,-1,-1
497,5,676,553,170,69,0.6200973987579346,2.0,-1,-1,-1
513,1,1496,513,130,89,0.49424076080322266,2.0,-1,-1,-1
513,4,1254,512,127,71,0.6384778618812561,2.0,-1,-1,-1
513,5,676,553,171,69,0.6135997176170349,2.0,-1,-1,-1
529,1,1495,512,132,91,0.32956957817077637,2.0,-1,-1,-1
529,4,1254,511,128,71,0.6104219555854797,2.0,-1,-1,-1
529,5,674,551,175,71,0.5815852880477905,2.0,-1,-1,-1
545,1,1494,511,131,90,0.5254831910133362,2.0,-1,-1,-1
545,4,1254,511,128,71,0.6025214195251465,2.0,-1,-1,-1
545,5,674,552,175,71,0.6247302293777466,2.0,-1,-1,-1
561,1,1494,513,127,88,0.5327000617980957,2.0,-1,-1,-1
561,4,1254,511,127,71,0.7946712970733643,2.0,-1,-1,-1
561,5,674,552,175,71,0.6108962893486023,2.0,-1,-1,-1
577,1,1495,513,125,87,0.5606198906898499,2.0,-1,-1,-1
577,4,1254,511,128,71,0.7504240274429321,2.0,-1,-1,-1
577,5,450,817,323,125,0.7756854891777039,2.0,-1,-1,-1
593,1,1494,513,125,87,0.5430570840835571,2.0,-1,-1,-1
593,4,1253,512,127,70,0.7159246802330017,2.0,-1,-1,-1
593,5,391,889,415,155,0.8428865075111389,2.0,-1,-1,-1
609,1,1491,515,123,86,0.6260263919830322,2.0,-1,-1,-1
609,4,1253,512,127,70,0.70082026720047,2.0,-1,-1,-1
609,5,368,913,490,179,0.8369536995887756,2.0,-1,-1,-1
625,1,1482,519,124,87,0.6730349659919739,2.0,-1,-1,-1
625,4,1254,512,128,70,0.5821943879127502,2.0,-1,-1,-1
625,5,363,915,546,195,0.8120154142379761,2.0,-1,-1,-1
641,1,1469,524,122,85,0.7308183312416077,2.0,-1,-1,-1
641,4,1255,512,127,70,0.48257917165756226,2.0,-1,-1,-1
641,5,368,912,578,203,0.807634174823761,2.0,-1,-1,-1
657,1,1450,530,122,85,0.7751299142837524,2.0,-1,-1,-1
657,4,1255,513,128,70,0.5073167681694031,2.0,-1,-1,-1
657,5,370,909,595,206,0.7873041033744812,2.0,-1,-1,-1
673,1,1423,535,131,90,0.7836111187934875,2.0,-1,-1,-1
673,4,1253,512,130,71,0.693028450012207,2.0,-1,-1,-1
673,5,368,905,608,207,0.8356245160102844,2.0,-1,-1,-1
689,1,1389,540,138,94,0.621806263923645,2.0,-1,-1,-1
689,4,1253,512,131,71,0.5828425884246826,2.0,-1,-1,-1
689,5,372,903,614,207,0.8223502039909363,2.0,-1,-1,-1
705,1,1348,548,149,101,0.6261438131332397,2.0,-1,-1,-1
705,4,1252,510,132,72,0.612483024597168,2.0,-1,-1,-1
705,5,374,900,620,206,0.8171551823616028,2.0,-1,-1,-1
721,1,1299,555,165,111,0.5955327749252319,2.0,-1,-1,-1
721,4,1254,527,93,51,0.11934677511453629,2.0,-1,-1,-1
721,5,377,898,621,204,0.8025788068771362,2.0,-1,-1,-1
737,1,1238,564,187,126,0.6567152738571167,2.0,-1,-1,-1
737,5,379,896,622,203,0.8256240487098694,2.0,-1,-1,-1
753,1,1165,579,211,142,0.7309719920158386,2.0,-1,-1,-1
